order_line_id,order_id,order_date,customer_id,customer_segment,country,acquisition_channel,product_category,product_id,quantity,unit_price,currency,discount_pct,shipping_cost,returned,payment_status
OL-0002747,ORD-001638,2026-04-12,CUS-C-00077,Consumer,Spain,Paid Search,Office,OFF-007,3,41.27,EUR,0,5.69,False,Paid
OL-0002859,ORD-001702,2026-03-17,CUS-C-00027,Consumer,Spain,Marketplace,Office,OFF-007,1,40.4,EUR,0,5.02,False,Pending
OL-0000997,ORD-000602,2026-03-01,CUS-C-00113,Consumer,Spain,Organic,Home,HOM-013,2,106.11,EUR,0,8.91,False,Paid
OL-0000229,ORD-000142,25/05/2026,,Consumer,Spain,Marketplace,Office,OFF-029,3,90.56,EUR,0,3.62,False,Paid
OL-0003265,ORD-001946,2026-05-21,CUS-C-01105,Consumer,Germany,Paid Search,Home,HOM-035,1,212.26,EUR,0,8.19,False,Paid
OL-0004829,ORD-002893,2026-04-29,CUS-C-00003,Consumer,Germany,Email,Home,HOM-038,-1,93.98,EUR,0,9.17,True,Refunded
OL-0003943,ORD-002359,2026-02-19,CUS-S-00189,Small Business,Germany,Marketplace,Electronics,ELE-010,1,1155.96,EUR,0,13.33,False,Paid
OL-0005460,ORD-003268,2026-01-09,CUS-C-00947,Consumer,United Kingdom,Marketplace,Office,OFF-033,6,29.84,GBP,0,3.68,False,Paid
OL-0003833,ORD-002288,20/05/2026,CUS-C-01334,Consumer,Germany,Organic,Office,OFF-032,5,52.32,EUR,0,4.05,False,Paid
OL-0001653,ORD-000987,2026-05-16,CUS-C-00728,Consumer,Spain,Paid Search,Home,HOM-019,3,65.18,EUR,0,7.0,False,Paid
OL-0000080,ORD-000046,2026-03-18,CUS-C-00719,Consumer,France,Social,Home,HOM-038,1,96.86,EUR,0,9.47,False,Paid
OL-0000965,ORD-000582,05/02/2026,CUS-C-00110,Consumer,Spain,Email,Office,OFF-035,4,33.36,EUR,0,5.22,False,Paid
OL-0000927,ORD-000560,2026-06-22,CUS-C-01093,Consumer,France,Paid Search,Electronics,ELE-002,1,392.32,EUR,0,13.77,False,Paid
OL-0000795,ORD-000478,2026-04-14,CUS-C-00188,Consumer,France,Organic,Home,HOM-029,1,70.95,EUR,10,10.19,False,Paid
OL-0003380,ORD-002006,03/01/2026,CUS-B-00229,Corporate,Spain,Organic,Office,OFF-020,3,42.93,EUR,0,5.05,False,Paid
OL-0003165,ORD-001879,2026-01-21,CUS-C-00875,Consumer,United Kingdom,Organic,Home,HOM-023,1,40.29,GBP,0,8.89,False,Paid
OL-0004658,ORD-002783,2026-06-22,CUS-S-00318,Small Business,France,Organic,Electronics,ELE-013,1,348.42,EUR,0,14.97,False,Paid
OL-0003312,ORD-001968,2026-05-27,CUS-B-00032,Corporate,France,Organic,Office,OFF-013,1,50.15,EUR,0,5.13,False,Paid
OL-0003935,ORD-002353,2026-02-28,CUS-C-00220,Consumer,Germany,Email,Home,HOM-014,2,188.86,EUR,0,7.88,False,Paid
OL-0001075,ORD-000641,2026-03-14,CUS-S-00487,Small Business,Germany,Organic,Home,HOM-039,1,45.72,EUR,15,8.16,False,Paid
OL-0004841,ORD-002897,08/01/2026,,Consumer,Spain,Email,Electronics,ELE-004,2,1046.62,EUR,5,12.81,False,Paid
OL-0004184,ORD-002503,15/06/2026,CUS-C-01267,Consumer,United States,Organic,Home,HOM-003,3,175.68,USD,0,8.86,False,Paid
OL-0002025,ORD-001205,2026-05-11,CUS-S-00287,Small Business,Germany,Paid Search,Office,OFF-006,2,27.71,EUR,0,5.57,False,Paid
OL-0005678,ORD-003402,2026-06-03,CUS-C-00345,Consumer,France,Email,Electronics,ELE-003,-2,429.3,EUR,0,16.86,True,Refunded
OL-0004635,ORD-002769,26/02/2026,CUS-C-01005,Consumer,United Kingdom,Social,Office,OFF-023,2,46.23,GBP,0,4.55,False,Paid
OL-0001746,ORD-001042,19/05/2026,CUS-C-00754,Consumer,Spain,Paid Search,Electronics,ELE-038,1,519.91,EUR,15,16.58,False,Paid
OL-0003144,ORD-001869,2026-02-03,CUS-C-00963,Consumer,United Kingdom,Social,Office,OFF-019,2,12.73,GBP,0,4.63,False,Paid
OL-0003264,ORD-001946,2026-05-21,CUS-C-01105,Consumer,Germany,Paid Search,Office,OFF-019,8,15.28,EUR,0,5.19,False,Paid
OL-0003122,ORD-001859,2026-06-26,CUS-C-00406,Consumer,Germany,Email,Home,HOM-038,4,95.2,EUR,15,8.37,False,Paid
OL-0001452,ORD-000867,30/01/2026,CUS-S-00394,Small Business,Spain,Organic,Office,OFF-003,5,10.79,EUR,0,5.33,False,Paid
OL-0000440,ORD-000269,09/05/2026,CUS-C-00861,Consumer,Germany,Email,Electronics,ELE-036,1,1146.6,EUR,10,11.29,False,Paid
OL-0003317,ORD-001972,2026-03-17,CUS-S-00197,Small Business,Spain,Paid Search,Electronics,ELE-008,2,1138.59,EUR,10,16.58,False,Paid
OL-0004544,ORD-002713,2026-03-11,,Consumer,Germany,Marketplace,Electronics,ELE-030,1,1120.16,EUR,15,15.61,False,Paid
OL-0002982,ORD-001772,2026-06-11,CUS-S-00401,Small Business,Germany,Social,Office,OFF-036,1,20.84,EUR,5,4.68,False,Paid
OL-0002081,ORD-001244,06/04/2026,CUS-C-01273,Consumer,Germany,Email,Office,OFF-031,1,57.06,EUR,0,5.81,False,Paid
OL-0004021,ORD-002405,2026-04-14,CUS-B-00228,Corporate,United States,Organic,Electronics,ELE-012,1,583.23,USD,15,14.82,False,Paid
OL-0001455,ORD-000869,2026-01-26,CUS-B-00122,Corporate,United Kingdom,Social,Home,HOM-002,3,167.59,GBP,20,9.1,False,Paid
OL-0000255,ORD-000159,2026-06-11,,Consumer,France,Paid Search,Office,OFF-016,1,9.67,EUR,0,4.65,False,Paid
OL-0000466,ORD-000288,2026-01-16,CUS-C-00759,Consumer,United Kingdom,Paid Search,Electronics,ELE-019,2,205.44,GBP,15,12.86,False,Paid
OL-0002118,ORD-001265,09/03/2026,CUS-B-00226,Corporate,France,Social,Home,HOM-006,1,84.55,EUR,0,6.55,False,Paid
OL-0000507,ORD-000311,2026-04-04,CUS-C-00319,Consumer,Spain,Email,Electronics,ELE-010,2,1150.96,EUR,20,10.79,False,Paid
OL-0004272,ORD-002555,2026-03-28,,Consumer,Germany,Marketplace,Office,OFF-033,3,34.05,EUR,0,4.64,False,Paid
OL-0004289,ORD-002567,2026-05-16,CUS-S-00511,Small Business,United Kingdom,Organic,Office,OFF-012,2,69.05,GBP,0,4.11,False,Paid
OL-0004214,ORD-002522,2026-02-09,CUS-S-00535,Small Business,United Kingdom,Email,Office,OFF-026,5,18.35,GBP,0,3.21,False,Paid
OL-0000234,ORD-000144,17/03/2026,CUS-B-00150,Corporate,France,Email,Electronics,ELE-017,-1,815.82,EUR,10,11.29,True,Refunded
OL-0000554,ORD-000340,09/02/2026,CUS-C-00593,Consumer,Spain,Paid Search,Home,HOM-014,1,198.93,EUR,15,9.17,False,Paid
OL-0005315,ORD-003174,22/06/2026,CUS-B-00023,Corporate,Germany,Email,Electronics,ELE-012,1,520.74,EUR,0,12.45,False,Paid
OL-0000545,ORD-000335,12/02/2026,CUS-C-00579,Consumer,United Kingdom,Paid Search,Electronics,ELE-030,1,945.73,GBP,15,13.63,False,Paid
OL-0003701,ORD-002210,30/04/2026,CUS-C-00276,Consumer,Germany,Social,Office,OFF-021,4,30.23,EUR,0,5.03,False,Paid
OL-0003541,ORD-002109,2026-06-17,CUS-C-00733,Consumer,Spain,Paid Search,Electronics,ELE-035,1,451.33,EUR,15,11.49,False,Paid
OL-0002789,ORD-001665,2026-02-15,CUS-C-00769,Consumer,Spain,Organic,Electronics,ELE-032,1,518.94,EUR,0,15.04,False,Paid
OL-0002865,ORD-001706,2026-03-29,,Small Business,Spain,Email,Electronics,ELE-001,1,581.95,EUR,10,11.34,False,Paid
OL-0002084,ORD-001247,2026-02-09,CUS-C-00281,Consumer,Germany,Organic,Electronics,ELE-018,1,1152.58,EUR,10,12.6,False,Paid
OL-0005543,ORD-003317,2026-05-27,CUS-C-00746,Consumer,Germany,Marketplace,Office,OFF-003,1,10.49,EUR,0,4.93,False,Paid
OL-0000309,ORD-000189,2026-01-31,CUS-S-00516,Small Business,United Kingdom,Paid Search,Office,OFF-004,3,14.47,GBP,0,4.54,False,Paid
OL-0000711,ORD-000428,2026-06-04,CUS-S-00396,Small Business,Germany,Organic,Home,HOM-011,2,87.81,EUR,20,9.19,False,Paid
OL-0004104,ORD-002453,2026-02-21,CUS-S-00045,Small Business,Spain,Paid Search,Home,HOM-036,1,139.94,EUR,0,10.02,False,Paid
OL-0001581,ORD-000942,2026-01-16,,Corporate,France,Marketplace,Office,OFF-038,1,59.96,EUR,0,3.73,False,Paid
OL-0001311,ORD-000786,2026-03-19,CUS-C-00888,Consumer,Germany,Social,Home,HOM-005,1,271.99,EUR,10,9.57,False,Paid
OL-0000626,ORD-000382,2026-05-11,CUS-S-00140,Small Business,France,Email,Office,OFF-002,3,11.13,EUR,0,5.68,False,Paid
OL-0000024,ORD-000013,2026-02-08,CUS-C-00708,Consumer,Germany,Organic,Home,HOM-009,1,131.78,EUR,20,10.44,False,Pending
OL-0002532,ORD-001506,2026-02-02,CUS-C-00932,Consumer,United Kingdom,Organic,Electronics,ELE-015,1,159.06,GBP,15,9.61,False,Paid
OL-0001871,ORD-001114,2026-01-19,CUS-S-00442,Small Business,Germany,Marketplace,Home,HOM-010,1,149.54,EUR,15,9.97,False,Paid
OL-0005111,ORD-003056,2026-03-14,CUS-C-01394,Consumer,France,Paid Search,Electronics,ELE-006,1,225.8,EUR,10,12.0,False,Paid
OL-0003489,ORD-002077,2026-03-01,CUS-B-00100,Corporate,France,Paid Search,Home,HOM-038,-1,94.49,EUR,0,8.44,True,Refunded
OL-0001171,ORD-000698,2026-04-19,CUS-C-01449,Consumer,Germany,Organic,Electronics,ELE-024,1,1075.32,EUR,20,15.24,False,Paid
OL-0004746,ORD-002832,2026-02-22,,Small Business,Spain,Marketplace,Electronics,ELE-039,1,223.94,EUR,15,13.41,False,Paid
OL-0002119,ORD-001266,28/04/2026,CUS-C-01056,Consumer,Germany,Paid Search,Office,OFF-016,3,9.13,EUR,0,5.2,False,Paid
OL-0003019,ORD-001795,2026-05-10,CUS-S-00468,Small Business,United States,Email,Electronics,ELE-001,1,630.43,USD,10,15.6,False,Paid
OL-0001195,ORD-000712,2026-04-12,CUS-B-00156,Corporate,United Kingdom,Email,Office,OFF-027,2,47.11,GBP,0,3.17,False,Paid
OL-0002246,ORD-001340,22/02/2026,CUS-C-01466,Consumer,Germany,Paid Search,Office,OFF-033,8,33.33,EUR,0,5.77,False,Paid
OL-0002874,ORD-001710,2026-06-14,,Small Business,United States,Marketplace,Electronics,ELE-025,1,443.29,USD,0,11.36,False,Paid
OL-0005640,ORD-003382,17/05/2026,CUS-S-00067,Small Business,France,Paid Search,Office,OFF-011,3,17.15,EUR,0,3.78,False,Paid
OL-0002550,ORD-001518,2026-04-17,CUS-S-00313,Small Business,France,Organic,Electronics,ELE-003,2,429.6,EUR,10,12.4,False,Paid
OL-0003155,ORD-001874,2026-01-02,CUS-S-00007,Small Business,United Kingdom,Social,Electronics,ELE-010,1,1036.82,GBP,10,13.73,False,Paid
OL-0000094,ORD-000055,2026-01-20,CUS-S-00366,Small Business,United Kingdom,Organic,Office,OFF-038,1,50.33,GBP,0,3.89,False,Paid
OL-0002078,ORD-001241,2026-03-17,,Small Business,United Kingdom,Email,Office,OFF-029,1,77.35,GBP,0,3.85,False,Paid
OL-0000470,ORD-000291,23/02/2026,CUS-C-01097,Consumer,Spain,Paid Search,Office,OFF-021,8,30.21,EUR,0,6.0,False,Paid
OL-0000788,ORD-000471,12/05/2026,CUS-S-00019,Small Business,United States,Marketplace,Electronics,ELE-008,1,1240.99,USD,10,12.25,False,Paid
OL-0001700,ORD-001015,2026-01-06,CUS-B-00124,Corporate,France,Organic,Office,OFF-025,2,9.8,EUR,15,3.94,False,Paid
OL-0001838,ORD-001094,2026-05-19,CUS-C-00455,Consumer,France,Email,Home,HOM-031,4,80.98,EUR,0,9.64,False,Paid
OL-0003064,ORD-001824,21/04/2026,,Small Business,Germany,Marketplace,Home,HOM-031,2,75.83,EUR,0,9.08,False,Pending
OL-0001707,ORD-001019,2026-04-07,CUS-C-00712,Consumer,France,Organic,Home,HOM-034,1,322.81,EUR,20,6.44,False,Paid
OL-0003968,ORD-002376,11/01/2026,CUS-S-00012,Small Business,France,Organic,Electronics,ELE-008,1,1154.34,EUR,15,12.43,False,Paid
OL-0003863,ORD-002308,2026-04-20,CUS-B-00029,Corporate,France,Organic,Electronics,ELE-029,1,1141.5,EUR,10,10.17,False,Paid
OL-0003665,ORD-002188,2026-01-11,CUS-C-00115,Consumer,Spain,Marketplace,Home,HOM-040,1,311.89,EUR,20,9.98,False,Paid
OL-0000345,ORD-000211,2026-01-27,CUS-S-00135,Small Business,Germany,Organic,Electronics,ELE-036,1,1168.87,EUR,15,11.42,False,Paid
OL-0003205,ORD-001907,2026-04-07,CUS-C-00090,Consumer,United States,Marketplace,Electronics,ELE-010,1,1307.25,USD,20,18.16,False,Paid
OL-0000605,ORD-000370,13/06/2026,CUS-C-00064,Consumer,France,Paid Search,Electronics,ELE-035,1,473.69,EUR,10,16.43,False,Paid
OL-0004943,ORD-002955,2026-03-23,CUS-S-00423,Small Business,Germany,Email,Office,OFF-014,7,27.19,EUR,0,5.56,False,Paid
OL-0001551,ORD-000924,2026-06-09,CUS-S-00460,Small Business,France,Organic,Office,OFF-001,5,59.04,EUR,0,4.24,False,Paid
OL-0004709,ORD-002812,20/02/2026,CUS-C-00130,Consumer,Spain,Email,Office,OFF-026,1,20.6,EUR,10,5.96,False,Paid
OL-0004835,ORD-002895,17/02/2026,CUS-C-01193,Consumer,Spain,Email,Electronics,ELE-002,2,400.81,EUR,15,10.97,False,Paid
OL-0003186,ORD-001893,2026-06-21,,Consumer,France,Marketplace,Home,HOM-035,1,194.78,EUR,0,9.18,False,Paid
OL-0004387,ORD-002622,2026-01-30,,Small Business,France,Marketplace,Home,HOM-013,1,107.59,EUR,15,8.5,False,Paid
OL-0001587,ORD-000947,2026-02-17,CUS-B-00056,Corporate,United Kingdom,Social,Home,HOM-040,1,260.3,GBP,0,6.32,False,Paid
OL-0003120,ORD-001857,2026-03-15,CUS-C-01272,Consumer,United Kingdom,Social,Home,HOM-001,1,212.56,GBP,20,6.27,False,Paid
OL-0003400,ORD-002022,12/05/2026,,Consumer,Germany,Paid Search,Home,HOM-003,1,151.24,EUR,5,10.55,False,Paid
OL-0000402,ORD-000244,2026-04-19,CUS-C-00238,Consumer,United Kingdom,Paid Search,Home,HOM-026,2,165.37,GBP,0,8.03,False,Paid
OL-0000032,ORD-000018,2026-06-13,CUS-C-00847,Consumer,Spain,Organic,Electronics,ELE-017,1,830.54,EUR,0,11.84,False,Paid
OL-0001484,ORD-000886,07/04/2026,CUS-C-00414,Consumer,France,Organic,Electronics,ELE-023,2,510.86,EUR,15,10.01,False,Paid
OL-0002681,ORD-001597,2026-06-04,CUS-S-00484,Small Business,Germany,Marketplace,Home,HOM-037,3,131.41,EUR,15,8.05,False,Paid
OL-0000600,ORD-000367,08/01/2026,CUS-C-00522,Consumer,Germany,Paid Search,Office,OFF-039,2,20.71,EUR,0,3.74,False,Paid
OL-0003150,ORD-001873,2026-02-18,CUS-S-00533,Small Business,Germany,Organic,Home,HOM-008,1,73.85,EUR,0,6.99,False,Paid
OL-0005545,ORD-003319,30/06/2026,CUS-C-00472,Consumer,United Kingdom,Paid Search,Office,OFF-010,1,10.08,GBP,0,4.85,False,Paid
OL-0001861,ORD-001109,2026-04-01,CUS-C-00530,Consumer,France,Paid Search,Home,HOM-014,1,193.23,EUR,0,6.53,False,Paid
OL-0000566,ORD-000346,2026-06-05,CUS-B-00109,Corporate,Spain,Organic,Office,OFF-028,4,26.94,EUR,0,3.67,False,Paid
OL-0002214,ORD-001324,2026-06-03,,Consumer,Spain,Social,Electronics,ELE-040,2,316.26,EUR,0,10.02,False,Paid
OL-0001967,ORD-001169,2026-02-21,CUS-C-00389,Consumer,Germany,Organic,Electronics,ELE-030,1,1131.2,EUR,15,11.99,False,Paid
OL-0000866,ORD-000524,21/01/2026,CUS-S-00517,Small Business,Spain,Organic,Office,OFF-001,2,56.99,EUR,0,3.69,False,Paid
OL-0004608,ORD-002755,2026-02-19,CUS-C-01486,Consumer,Spain,Paid Search,Home,HOM-027,1,111.59,EUR,0,8.17,False,Paid
OL-0002451,ORD-001456,2026-02-05,CUS-C-00480,Consumer,France,Organic,Home,HOM-032,3,232.87,EUR,0,6.76,False,Paid
OL-0005693,ORD-003411,2026-05-21,CUS-C-00404,Consumer,United States,Organic,Home,HOM-029,-1,76.85,USD,25,7.9,True,Refunded
OL-0000813,ORD-000491,2026-06-15,CUS-C-01172,Consumer,France,Paid Search,Electronics,ELE-005,1,527.68,EUR,15,14.15,False,Paid
OL-0001478,ORD-000882,09/01/2026,CUS-C-00508,Consumer,Spain,Organic,Office,OFF-016,2,9.54,EUR,0,4.86,False,Paid
OL-0004735,ORD-002825,2026-06-30,CUS-C-01369,Consumer,France,Marketplace,Home,HOM-036,1,146.99,EUR,0,10.61,False,Paid
OL-0002272,ORD-001355,06/06/2026,,Small Business,United Kingdom,Marketplace,Office,OFF-040,1,47.61,GBP,0,4.39,False,Paid
OL-0001039,ORD-000622,14/06/2026,CUS-S-00516,Small Business,Spain,Email,Electronics,ELE-016,2,371.81,EUR,20,14.85,False,Paid
OL-0004527,ORD-002704,2026-02-04,CUS-C-00719,Consumer,Spain,Organic,Home,HOM-011,1,89.5,EUR,0,8.78,False,Paid
OL-0000081,ORD-000046,2026-03-18,CUS-C-00719,Consumer,France,Social,Electronics,ELE-022,1,369.51,EUR,25,14.84,False,Paid
OL-0001205,ORD-000717,2026-03-02,CUS-C-00509,Consumer,France,Social,Office,OFF-004,1,17.26,EUR,0,3.76,False,Paid
OL-0003286,ORD-001955,10/06/2026,CUS-S-00127,Small Business,France,Marketplace,Home,HOM-011,1,91.94,EUR,0,7.16,False,Paid
OL-0001546,ORD-000922,2026-06-18,CUS-C-00250,Consumer,Germany,Paid Search,Home,HOM-024,3,80.25,EUR,15,8.32,False,Paid
OL-0000178,ORD-000110,2026-04-23,CUS-S-00213,Small Business,United States,Email,Office,OFF-018,1,12.57,USD,0,4.63,False,Paid
OL-0002586,ORD-001541,2026-02-01,CUS-C-00767,Consumer,Germany,Email,Office,OFF-031,1,55.67,EUR,0,5.57,False,Paid
OL-0005819,ORD-003483,2026-04-18,CUS-C-01226,Consumer,Spain,Email,Home,HOM-020,1,58.37,EUR,0,8.94,False,Paid
OL-0004864,ORD-002909,2026-05-27,CUS-C-01465,Consumer,Spain,Paid Search,Office,OFF-036,2,20.64,EUR,0,3.92,False,Paid
OL-0001439,ORD-000861,2026-02-08,,Consumer,United Kingdom,Social,Home,HOM-011,1,78.78,GBP,25,5.77,False,Paid
OL-0000297,ORD-000181,2026-05-15,CUS-B-00143,Corporate,France,Social,Electronics,ELE-017,1,825.94,EUR,10,13.34,False,Paid
OL-0003616,ORD-002156,13/06/2026,CUS-S-00290,Small Business,United Kingdom,Social,Electronics,ELE-028,1,167.47,GBP,15,12.65,False,Paid
OL-0003648,ORD-002180,2026-02-08,CUS-C-00404,Consumer,Spain,Email,Office,OFF-022,2,23.52,EUR,0,5.12,False,Paid
OL-0000158,ORD-000100,07/03/2026,CUS-C-00520,Consumer,United Kingdom,Organic,Electronics,ELE-010,1,1010.4,GBP,10,9.8,False,Paid
OL-0001028,ORD-000614,2026-05-14,CUS-C-00712,Consumer,United Kingdom,Organic,Home,HOM-002,1,160.76,GBP,0,8.46,False,Paid
OL-0000411,ORD-000249,2026-02-12,,Consumer,France,Marketplace,Office ,OFF-018,4,11.41,EUR,0,4.27,False,Pending
OL-0003959,ORD-002367,2026-05-13,CUS-S-00565,Small Business,France,Social,Home,HOM-018,1,46.89,EUR,5,6.82,False,Paid
OL-0001130,ORD-000673,22/06/2026,CUS-S-00563,Small Business,Germany,Organic,Electronics,ELE-017,1,855.17,EUR,0,14.36,False,Paid
OL-0004957,ORD-002963,2026-05-25,CUS-B-00209,Corporate,Spain,Paid Search,Office,OFF-034,4,74.83,EUR,0,5.31,False,Paid
OL-0004757,ORD-002839,2026-01-12,CUS-C-00102,Consumer,Spain,Paid Search,Office,OFF-012,-1,82.59,EUR,0,5.38,True,Refunded
OL-0005448,ORD-003258,2026-02-19,CUS-C-01496,Consumer,France,Organic,Electronics,ELE-001,1,584.1,EUR,0,10.4,False,Paid
OL-0002182,ORD-001306,2026-02-05,CUS-S-00350,Small Business,France,Organic,Electronics,ELE-013,1,365.75,EUR,0,16.63,False,Paid
OL-0005809,ORD-003479,2026-01-03,CUS-C-00135,Consumer,France,Email,Home,HOM-026,1,212.17,EUR,0,9.46,False,Paid
OL-0000811,ORD-000490,2026-05-14,CUS-S-00179,Small Business,France,Email,Home,HOM-028,1,346.39,EUR,0,9.2,False,Paid
OL-0004916,ORD-002941,2026-03-30,CUS-B-00079,Corporate,France,Social,Home,HOM-018,1,47.29,EUR,20,9.8,False,Paid
OL-0004954,ORD-002962,2026-04-03,CUS-C-00958,Consumer,Germany,Social,Electronics,ELE-019,1,245.28,EUR,15,11.87,False,Paid
OL-0003734,ORD-002229,2026-06-29,CUS-C-01149,Consumer,France,Email,Office,OFF-004,1,17.69,EUR,0,5.85,False,Pending
OL-0005164,ORD-003090,2026-03-05,CUS-C-01155,Consumer,Spain,Paid Search,Office,OFF-021,7,30.08,EUR,0,6.01,False,Paid
OL-0002978,ORD-001770,21/03/2026,CUS-S-00586,Small Business,United Kingdom,Paid Search,Office,OFF-008,5,6.79,GBP,0,3.83,False,Paid
